"empresa_id","sector","tamanio","personal","ventas","gasto_innov","innov_producto","innov_proceso","inv_ID","uso_TIC","exporta"
25,"Comercio","Pequeña",42,3573.5462710727,52.0817565323992,0,1,12.3240006643508,"Bajo",0
26,"Comercio","Micro",1,344.042519188952,5.52286912620936,0,0,2.50516592091498,"Bajo",0
27,"Comercio","Micro",6,462.193849869072,10.6532102174769,0,1,3.29046983724901,"Medio",0
28,"Comercio","Micro",10,415.900909621269,5.40175174138619,0,0,1.88965707985858,"Bajo",0
29,"Servicios","Mediana",146,35415.0500555988,0.01,0,0,0.00314849323982365,"Medio",0
30,"Servicios","Grande",738,251874.777325429,1175.59333009374,0,0,387.749903184463,"Medio",1
31,"TIC","Micro",4,124.48046852676,5.22662851184214,0,1,1.23646263269213,"Alto",0
32,"TIC","Micro",6,200.085144290694,20.4189870168488,1,1,4.58472902433084,"Alto",0
33,"Comercio","Micro",4,199.196146219037,7.62505909858421,0,1,1.66195972943249,"Alto",1
34,"Comercio","Pequeña",39,2332.71180477459,0.01,1,0,0.00203851387375082,"Bajo",0
35,"Servicios","Pequeña",30,3359.1540963389,118.721413634276,0,0,33.819373541483,"Alto",0
36,"Comercio","Micro",9,413.875420205295,6.61924615010257,0,1,2.72795291884608,"Bajo",0
37,"Comercio","Pequeña",18,1664.60540611297,50.5595432614263,1,0,20.567585325021,"Medio",0
38,"Servicios","Mediana",131,41876.0212953202,1191.48726714311,1,0,285.912838159415,"Medio",1
39,"Servicios","Pequeña",28,569.649510318413,64.7897613935791,0,1,29.3847610395505,"Medio",0
40,"Servicios","Mediana",156,34448.0344967451,0.01,0,0,0.00266167694204343,"Medio",0
41,"Servicios","Micro",7,415.273812925443,16.4142504012714,1,1,6.07176144622268,"Medio",0
42,"Comercio","Mediana",61,25761.6017060354,0.01,0,0,0.00375674812660538,"Medio",0
43,"Comercio","Pequeña",12,1415.37695738953,54.4345341719959,1,0,28.1984608083055,"Alto",0
44,"Servicios","Micro",3,58.4456977318041,4.03183103975875,1,1,1.62176466578925,"Medio",0
45,"Servicios","Pequeña",23,1774.09713750239,97.9213073310092,0,0,37.2501219932411,"Medio",0
46,"Servicios","Mediana",191,46187.2681532986,0.01,1,1,0.00341059974317567,"Bajo",0
47,"Servicios","Micro",3,470.163434231654,24.5300955853611,1,1,8.22928145089945,"Bajo",0
48,"Comercio","Grande",990,185632.903431542,13917.7343677007,0,0,6068.37350253662,"Bajo",1
49,"Servicios","Grande",294,104855.636495631,1116.09682936424,1,0,448.38019616961,"Alto",0
50,"TIC","Mediana",66,31889.5307770225,1900.79065368787,0,1,436.401977070619,"Alto",1
51,"Servicios","Pequeña",15,4105.16931267921,93.3491037530146,1,1,25.850107104844,"Alto",1
52,"Comercio","Pequeña",46,2334.33795999736,41.6511177467611,0,1,18.4797153338154,"Bajo",0
53,"Comercio","Micro",2,96.6702050995082,3.84162342349203,0,0,1.33841555988193,"Medio",0
54,"Servicios","Pequeña",43,1762.54328642972,111.94747229016,0,1,49.9839386562096,"Medio",0
55,"Comercio","Micro",1,212.659799261019,4.39549205628743,0,0,1.87405322607751,"Bajo",0
56,"Servicios","Mediana",62,16666.0178476013,383.389722964027,0,1,119.518249517129,"Bajo",0
57,"Servicios","Pequeña",38,2618.06825106032,239.912256597071,1,1,59.6534818253292,"Medio",0
58,"Comercio","Micro",2,214.630462962668,4.51872841328486,0,0,1.76467182174297,"Medio",0
59,"TIC","Micro",2,118.379849721843,6.51184862182203,0,1,1.93230881645362,"Alto",0
60,"Servicios","Mediana",167,7114.71562390216,0.01,0,1,0.00426069581945371,"Bajo",0
61,"Comercio","Grande",846,115699.076047167,2913.32486267217,0,1,728.74977187616,"Bajo",0
62,"Servicios","Mediana",178,48588.8525587507,1268.44997177475,0,0,320.489211402671,"Bajo",0
63,"Servicios","Mediana",172,26982.2967064101,703.906208344501,0,0,266.400965039923,"Bajo",0
64,"Servicios","Grande",599,169455.507432576,3588.97913245024,1,1,993.432181931964,"Medio",1
65,"TIC","Micro",3,430.731524950183,20.0361003802513,1,0,8.14553882107279,"Medio",0
66,"Comercio","Micro",3,350.438104092609,0.01,0,0,0.00385179676478655,"Medio",0
67,"TIC","Pequeña",43,861.368491492353,33.212392408174,1,0,15.160851084406,"Bajo",0
68,"TIC","Pequeña",43,4238.15113866384,512.718549151089,1,0,150.81638005044,"Alto",0
69,"Comercio","Pequeña",21,2134.67705028597,102.932133610536,0,0,25.0720420628227,"Medio",1
70,"Comercio","Micro",4,447.86012332188,8.47172116894704,0,0,2.89463521627369,"Bajo",0
71,"Comercio","Mediana",158,39888.375333976,0.01,0,1,0.00392837346001331,"Bajo",1
72,"Comercio","Pequeña",20,1126.4163859887,0.01,0,0,0.00390896821900967,"Bajo",0
73,"Comercio","Pequeña",34,1827.54172058776,11.857753059769,0,0,2.71341566163837,"Medio",1
74,"Servicios","Pequeña",38,1067.37253442407,23.9983888616695,1,0,9.90306729112421,"Medio",0
75,"Comercio","Mediana",196,31545.5730701797,0.01,0,0,0.00342218535056559,"Medio",1
76,"Servicios","Mediana",109,30275.4023985472,2430.79288788849,0,0,1218.3304276555,"Medio",0
77,"Servicios","Grande",849,222180.280031171,6110.46309409242,0,1,2905.80222590016,"Medio",1
78,"Comercio","Micro",5,190.071864065249,0.01,0,1,0.00240310421229667,"Medio",0
79,"Servicios","Pequeña",21,3225.14078661334,58.8066585852827,1,0,17.9337860595409,"Medio",0
80,"Servicios","Micro",8,495.965443516616,3.87639454264132,0,0,1.7080330809376,"Medio",0
81,"Servicios","Mediana",164,38444.2211838905,1098.18364641468,1,1,435.388965023637,"Bajo",0
82,"Comercio","Pequeña",15,841.357086552307,28.000200136393,0,0,9.62019183583348,"Medio",0
83,"Comercio","Micro",2,253.026007884182,7.64407083181936,0,0,2.16754930085013,"Medio",0
84,"Comercio","Pequeña",16,740.916205453686,0.01,0,1,0.00235552179461023,"Alto",0
85,"Servicios","Pequeña",20,2027.99981320277,90.001667815218,1,0,27.1769205768882,"Medio",0
86,"Comercio","Micro",10,380.278466967866,13.9360823747405,0,1,2.90234945805162,"Alto",0
87,"TIC","Pequeña",19,594.307130081721,0.01,0,0,0.00409211461063981,"Medio",0
88,"TIC","Pequeña",21,4802.66918980053,313.684292204537,0,1,134.681227092277,"Alto",0
89,"TIC","Pequeña",16,3072.97680217604,193.712206532613,1,1,55.2539428155701,"Alto",0
90,"Servicios","Mediana",146,37437.8157511819,3856.24111197945,1,1,1393.85045279259,"Medio",0
91,"Servicios","Pequeña",37,3499.27572743036,92.0619569855115,0,0,19.4536577305902,"Bajo",0
92,"Comercio","Pequeña",40,3074.33174282778,88.24075353529,0,0,19.7228386883543,"Bajo",0
93,"Servicios","Pequeña",14,3667.15827526059,118.313686765973,1,0,59.0860986821889,"Medio",0
94,"Comercio","Mediana",138,34574.9477215577,467.817974050351,0,0,180.351063271258,"Bajo",0
95,"Servicios","Mediana",117,18020.8465270698,0.01,0,0,0.00411163306546902,"Medio",0
96,"Servicios","Mediana",160,9375.77550532296,0.01,1,1,0.00361936922184097,"Alto",0
97,"Comercio","Grande",846,290605.330269318,1572.84125754343,0,0,441.228248330716,"Bajo",0
98,"Servicios","Pequeña",46,3813.50313103758,41.7615037338354,1,0,19.8111014396754,"Medio",0
99,"Comercio","Pequeña",40,3257.25560856517,84.422375518084,0,0,18.6948283751664,"Bajo",1
100,"Comercio","Mediana",98,10396.7996372376,0.01,1,0,0.00264690063498816,"Bajo",1
101,"Comercio","Mediana",60,29761.6570920218,0.01,1,0,0.00502738196974836,"Bajo",0
102,"Servicios","Pequeña",35,1682.40325013176,0.01,1,1,0.00457518273541365,"Bajo",0
103,"Comercio","Mediana",150,45426.2374038808,2462.61630101479,0,0,1292.1530065925,"Bajo",1
104,"TIC","Mediana",155,5968.59852761937,0.01,0,1,0.00264971141444719,"Alto",0
105,"Comercio","Micro",9,156.305721169338,0.01,0,0,0.00357884997877727,"Bajo",0
106,"TIC","Micro",4,140.915818754474,9.30346003115351,1,1,1.93849851457847,"Medio",0
107,"TIC","Pequeña",25,2443.86652652408,146.434068129271,0,0,70.2487361409628,"Alto",0
108,"Comercio","Pequeña",32,3768.794997246,103.446136229287,1,0,45.8187935697533,"Bajo",0
109,"Comercio","Micro",5,496.285355929285,41.2212080352898,0,0,19.2395975591339,"Medio",0
110,"Servicios","Micro",1,371.810087491758,0.01,1,1,0.00184550740960754,"Medio",0
111,"TIC","Micro",8,335.461847856147,6.52895875133814,1,0,1.8859552305701,"Alto",1
112,"Servicios","Micro",7,246.221452322789,4.54061316786014,0,1,1.7024411617915,"Alto",0
113,"Servicios","Mediana",97,47697.1362775657,2972.799222772,1,1,910.727198286275,"Medio",0
114,"TIC","Pequeña",47,1195.57265668757,13.856320333289,1,1,6.21255457882534,"Medio",1
115,"Comercio","Micro",6,83.8153294753283,0.369085024442918,0,0,0.0767472205707824,"Medio",0
116,"Servicios","Mediana",97,45005.9671758208,1673.28430450529,1,0,697.218360938333,"Alto",0
117,"Comercio","Mediana",194,24100.3442776855,0.01,0,0,0.00284476701622297,"Alto",0
118,"TIC","Pequeña",29,783.586862354399,83.4931483179077,0,0,22.1590809387596,"Alto",0
119,"Comercio","Micro",8,341.348964639474,10.9748676514887,0,1,4.20010259503851,"Medio",0
120,"Comercio","Mediana",172,26087.8623102326,0.01,0,0,0.00244935391372704,"Bajo",0
121,"Comercio","Mediana",87,32806.6755493637,1255.32425411001,0,0,410.861832178593,"Bajo",0
122,"Servicios","Pequeña",49,1718.66944641806,50.7252473913374,0,0,21.6603142675019,"Bajo",1
123,"Servicios","Pequeña",26,1207.82878994942,56.7344468960178,0,0,18.9772171454959,"Medio",0
124,"Servicios","Mediana",187,10141.4421596564,115.912462268383,1,0,45.6825189540742,"Alto",0
125,"Servicios","Pequeña",21,2784.57288420759,157.175048706625,0,0,47.6457191099207,"Bajo",0
126,"TIC","Pequeña",40,3596.13269897196,136.060396255054,1,1,31.6106057121785,"Alto",0
127,"Servicios","Grande",389,85161.5473628044,1305.25889383148,0,0,281.11662835328,"Alto",0
128,"Servicios","Pequeña",20,1263.96072539501,5.67711334926614,0,0,1.30388516795682,"Alto",0
129,"Servicios","Pequeña",44,3928.93395421561,8.31848848059187,0,0,3.30262597120655,"Medio",1
130,"Comercio","Grande",769,181848.735152744,0.01,0,0,0.00225656606247111,"Bajo",0
131,"Comercio","Micro",6,437.445210909937,4.20943828321856,1,0,0.981810780371844,"Bajo",0
132,"TIC","Pequeña",30,4328.2456533258,213.41946003762,0,1,47.6537558884958,"Medio",0
133,"Comercio","Mediana",113,5586.84633579105,0.01,1,1,0.00313831408335688,"Bajo",0
134,"Comercio","Mediana",128,36193.9505615737,1884.00799006213,0,0,819.390766871481,"Medio",0
135,"Comercio","Pequeña",16,4512.71179469768,126.043878149817,0,1,35.7716680315774,"Medio",0
136,"Comercio","Micro",2,334.332578897011,28.2874147381619,0,0,10.2894742357742,"Medio",0
137,"TIC","Mediana",180,11582.2720921162,610.167928457737,1,1,197.613842578076,"Medio",0
138,"Comercio","Micro",8,464.479341730475,2.35337962389049,1,0,0.746979655522513,"Bajo",0
139,"TIC","Micro",8,411.929483519292,57.8067002181033,1,0,29.947985171331,"Alto",0
140,"Comercio","Grande",531,87148.4281495214,8557.07750472998,0,0,4188.27382679637,"Bajo",1
141,"Servicios","Micro",5,385.403829033021,1.22597394973993,0,1,0.331737986314585,"Medio",0
142,"Comercio","Pequeña",17,4741.69487843756,94.6160006869592,0,0,42.9445030008265,"Bajo",0
143,"Servicios","Micro",3,239.352519030217,6.23901776769474,0,0,1.72354403264083,"Alto",0
144,"Servicios","Pequeña",33,1839.75385176018,51.8643905312833,0,1,22.7214071433182,"Medio",0
145,"TIC","Micro",8,210.323535192443,10.0101182467256,1,1,2.25372868555882,"Alto",0
146,"Servicios","Micro",10,150.296592607629,0.01,0,1,0.00531634102507316,"Medio",0
147,"Servicios","Grande",877,191413.585864939,3631.80600489809,0,1,882.609563790144,"Alto",0
148,"Servicios","Micro",1,390.492559771519,24.5319428966996,1,0,7.90616854141643,"Bajo",0
149,"Servicios","Pequeña",16,3513.21595662739,122.859519702483,0,1,26.3914347084571,"Medio",0
150,"Comercio","Micro",8,295.93525743112,6.50565257901428,0,1,2.28050356925075,"Bajo",0
151,"TIC","Pequeña",16,5180.14079482703,436.099544890391,0,0,156.818531680059,"Medio",0
152,"Comercio","Grande",328,239791.700511705,12714.8359433577,0,1,6203.13399699216,"Medio",0
153,"Servicios","Micro",1,59.0308097889647,0.01,0,1,0.00269028190035322,"Medio",0
154,"Servicios","Pequeña",45,2214.06665060204,50.6567312588475,1,0,23.2417982075831,"Medio",0
155,"Servicios","Micro",4,72.8960511274636,5.75787929123861,1,1,2.2154378606867,"Medio",0
156,"Servicios","Grande",393,249475.734320004,16361.8192249503,1,0,7430.17249245148,"Medio",1
157,"Comercio","Mediana",97,46566.464593634,1649.58788713781,0,1,599.881575433209,"Bajo",0
158,"Servicios","Micro",4,294.169266708195,18.0257287815509,1,1,7.61200217059413,"Alto",0
159,"Comercio","Pequeña",12,4335.64070076682,0.01,0,1,0.00232417955426412,"Bajo",0
160,"Servicios","Mediana",162,31260.3288481478,810.342601683176,1,0,301.64907542098,"Bajo",0
161,"Comercio","Pequeña",20,3507.45639577508,0.01,0,0,0.00280357614248866,"Bajo",1
162,"Servicios","Pequeña",17,2800.91568431817,36.295465056758,0,0,17.7133913848425,"Bajo",0
163,"Comercio","Mediana",111,39323.7765179947,1422.07631700556,0,0,682.408115129212,"Medio",0
164,"Servicios","Pequeña",48,4565.13029558118,0.01,1,1,0.00447344052852547,"Medio",0
165,"Servicios","Micro",4,419.213530479465,12.9087580278977,1,1,5.52447655235293,"Alto",0
166,"Comercio","Mediana",167,8214.433232788,273.008112713563,0,0,92.8764522583946,"Bajo",0
167,"Comercio","Pequeña",33,517.533543752506,6.97340262708364,0,0,3.57388907590652,"Bajo",0
168,"Servicios","Pequeña",44,734.893771354109,68.6125665215806,0,0,23.6907239765846,"Medio",0
169,"Comercio","Micro",8,439.952080883086,0.01,0,0,0.00371071537200471,"Medio",0
170,"Servicios","Micro",4,309.310326015111,10.7847125967594,1,0,3.14115761171981,"Bajo",0
171,"Comercio","Micro",6,191.229157417547,2.18053022284664,0,1,0.51997410760634,"Bajo",0
172,"Servicios","Pequeña",39,4817.59602704551,71.1776724716442,1,1,34.4835137842825,"Alto",0
173,"TIC","Mediana",98,37430.2447531002,3019.38065507738,1,1,848.74693671752,"Alto",1
174,"Comercio","Micro",3,289.134201104753,0.01,0,0,0.00301863077398602,"Medio",0
175,"Comercio","Micro",1,222.771502193063,0.01,0,0,0.00410537293340694,"Medio",0
176,"Comercio","Grande",362,129888.307373039,0.01,0,0,0.00385014211171552,"Bajo",0
177,"Servicios","Mediana",116,41377.3814879823,3463.80789363228,1,1,1597.44142945976,"Medio",1
178,"Comercio","Pequeña",50,688.637743121944,11.0915409915067,0,0,2.61782874926084,"Bajo",0
179,"TIC","Pequeña",30,2657.63830878372,225.687132667914,1,0,86.3351955557484,"Medio",0
180,"Comercio","Grande",278,264149.241743144,1889.03174626008,0,0,849.28568393924,"Medio",0
181,"TIC","Micro",9,410.560460057926,38.0329590862873,1,1,18.2397115282627,"Alto",0
182,"Servicios","Mediana",145,35801.8912840635,0.01,0,1,0.00432921098674445,"Alto",0
183,"Comercio","Micro",6,206.606773729436,9.20808833687102,0,0,4.18224010676114,"Medio",0
184,"Servicios","Mediana",173,29960.6823234353,1201.23128624757,0,0,327.213999970008,"Medio",1
185,"Comercio","Micro",6,111.759627901483,0.01,0,0,0.00244174044695678,"Bajo",0
186,"Comercio","Grande",421,246232.88908042,2847.75859575604,0,1,693.067891438814,"Alto",0
187,"Servicios","Pequeña",43,4490.88157212827,253.704397338239,0,1,82.2884585078865,"Medio",0
188,"Comercio","Pequeña",41,1418.43147482723,46.6671063292689,0,0,18.7531010401551,"Medio",0
189,"TIC","Pequeña",18,4922.44054201979,489.014982118093,1,0,229.026360648409,"Medio",1
190,"TIC","Pequeña",34,3863.49718405603,149.32815271688,0,1,44.9918327504404,"Alto",0
191,"Servicios","Grande",607,289417.435601354,16153.6140842139,1,1,7517.19380147959,"Bajo",1
192,"Servicios","Pequeña",47,1214.0977892559,59.0013766898635,0,0,19.5535947105224,"Medio",0
193,"TIC","Mediana",67,33722.7154282666,1956.94050174747,1,1,800.546469072294,"Alto",0
194,"Comercio","Mediana",73,44291.8115388602,0.01,1,1,0.00417613332397586,"Bajo",0
195,"TIC","Pequeña",36,5324.38077601253,202.116298932625,0,0,77.0001961416683,"Alto",1
196,"Comercio","Pequeña",46,606.598894577473,24.2851612793362,1,1,11.1099248931235,"Medio",0
197,"Comercio","Pequeña",18,4891.50362065993,29.588418685805,0,1,8.48509654168137,"Medio",0
198,"Comercio","Pequeña",25,2706.00889192428,223.503179887704,0,0,61.082140481992,"Bajo",1
199,"Servicios","Pequeña",46,2251.26645364799,81.017808771019,1,1,16.9746886447972,"Medio",0
200,"Comercio","Grande",437,154388.73997191,0.01,1,1,0.00186588803526557,"Bajo",0
